thread_id,customer_text,true_intent,pred_intent,confidence_score,true_escalate,pred_escalate,agent_status,escalation_reason,drafted_reply,retrieved_examples,judge_tone,judge_grounding,judge_reasoning
266527,@115858 @AppleSupport updated to ios11 and I’ve had the loading symbol on the left side since.,software_troubleshooting,software_troubleshooting,0.8,True,False,auto_handled,,@115858 We're sorry to hear about the loading symbol. Could you please tell us your iPhone model and if restarting helps? Let's find a solution together.,5,,,
1535682,Why are my I’s turning into I️ @AppleSupport,other,software_troubleshooting,0.8,True,False,auto_handled,,@Customer We're sorry to hear about the issue with your I's. Does this happen on iOS 11.1? Let's continue in a DM.,5,,,
2144574,@630511 @167557 @8942 That iPhone glitch is so annoying!!!! I️. Wtf is this @115858,software_troubleshooting,software_troubleshooting,0.8,False,False,auto_handled,,@630511 We're sorry to hear about the glitch. Could you DM us your iOS version and location? We'll help you find a workaround.,5,,,
1411621,@AppleSupport No. But I just did that and it fixed it. Thanks!,general_inquiry,general_inquiry,0.8,False,False,auto_handled,,"@CustomerName Awesome, we're glad to hear that. Please reach out if you need help in the future.",5,,,
1943287,@AppleSupport my iPhone 7 is on airplane mode and still receives and sends msgs. Help pls,software_troubleshooting,device_connectivity,0.8,True,False,auto_handled,,"@Customer We're here to help. Can you confirm if you've tried turning Airplane Mode off and on again? If so, please let us know what steps you've taken.",5,,,
1338140,"@AppleSupport have lost 3 from 4 email accounts since updating to iOS 11.0.3 &amp; can’t add back, suggestions?",software_troubleshooting,software_troubleshooting,0.8,True,False,auto_handled,,@Customer We're sorry to hear about the issues with your email accounts. Can you please tell us which version of iOS you are currently running? Let's move to DM for a closer look.,5,,,
1540659,@AppleSupport @115858 Can I stream music with Apple Music?,general_inquiry,general_inquiry,0.8,False,False,auto_handled,,"@115858 Yes, you can stream music with Apple Music. What device are you using? Let's get you set up. DM us for help: [URL]",5,,,
766961,@AppleSupport both. 'Rake It Up' is purchased but the others are from Apple Music.,general_inquiry,billing_purchases,0.8,False,False,auto_handled,,"@CustomerName Thanks for reaching out! To help you, could you please share a screenshot of your Apple Music library showing the songs? This will help us identify the issue.",5,,,
1134113,"@AppleSupport I had to wipe the whole fucking thing, losing all my pix, apps, drawings and then it worked. Now iTunes keeps asking me to log in constantly",hardware_repair,software_troubleshooting,0.8,True,True,escalated,Highly frustrated or toxic customer,,0,,,
1818781,"@115858 @AppleSupport 
#Bringbackios11 this new ios 11.0.3 is terrible! I have lost 2% battery life since I started typing this msg 😡",general_inquiry,software_troubleshooting,0.8,False,True,escalated,Highly frustrated or toxic customer,,0,,,
1646147,@502830 @115858 Fun fact: The notification ribbon from Twitter doesn’t show the symbols. I️ also don’t have this issue when texting,general_inquiry,other,0.8,False,False,auto_handled,,"@502830 @115858 We're aware of the issue with the ""I️"" symbol in notifications. Here's what you can do to work around it until it's fixed: [URL].",5,,,
1526944,@AppleSupport has apple considered or have available a way to send delayed text messages?,general_inquiry,general_inquiry,0.8,False,False,auto_handled,,@CustomerName I'm sorry to hear about the delay. Could you please DM us with your location and any error messages you've seen? We'll do our best to assist you further.,5,,,
2039358,@AppleSupport for the new updates can u guys put in the description “will crash multiple times” so I️ can at least be prepared for it🤦🏽‍♂️,other,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're sorry to hear about the issues. Let's work together to resolve this. Could you share which apps are crashing? DM us for a more detailed discussion.,5,,,
765480,@AppleSupport So so slow,general_inquiry,software_troubleshooting,0.7,False,False,auto_handled,,"@Customer We're sorry to hear your device is slow. Let's troubleshoot. Have you tried restarting your device? If so, please share more details about the issue.",5,,,
2369478,This stupid ass iPhone and this stupid ass A box shit is about to make me THROW THIS WHOLE PHONE AWAY . FUCK YALL @115858 !,other,other,0.9,True,True,escalated,Highly frustrated or toxic customer,,0,,,
2429192,None of my photos will load so I can see them and I also cannot send them. I don’t expect to pay £500+ for a iPhone for my photos not to load! I have done all updates that Apple have released and I also have plenty of storage on my phone. What’s going on @115858 @AppleSupport,software_troubleshooting,software_troubleshooting,0.8,True,False,auto_handled,,@115858 We're sorry to hear about the issues you're experiencing. Let's troubleshoot. Could you DM us your iPhone model and iOS version? This will help us identify any specific solutions.,5,,,
2789237,"whats going on @115858 my phone stuck again with apple logo do we need to think seriously about switching form IOS
@AppleSupport @118721",software_troubleshooting,software_troubleshooting,0.8,True,False,auto_handled,,"@115858 We're sorry to hear about your iPhone issue. Please DM us details of the problem, including the iOS version and any recent changes. We'll look into this with you there.",5,,,
2398012,@AppleSupport fix this glitch i’m tired of this “ i️ “ shit,other,software_troubleshooting,0.7,False,True,escalated,Highly frustrated or toxic customer,,0,,,
2146506,Issues having Text Replacement move over to iPhoneX? I am! Any help? @AppleSupport @630992 @240840,general_inquiry,software_troubleshooting,0.7,False,False,auto_handled,,@630992 @240840 We're here to help. What issues are you having with Text Replacement on your iPhone X? DM us for assistance.,5,,,
1277198,"@418918 @AppleSupport I updated, left with a frozen iPhone 7 too. Battery life is not existent",hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,@418918 We'd like to help. Which iOS version are you on? Find it in Settings > General > About.,5,,,
619386,@AppleSupport 11.1.2 killed the great sound &amp; battery 8 plus had just 4 weeks ago,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@CustomerName We're sorry to hear about the issues with iOS 11.1.2. Let's start by checking if the steps here help: [URL]. If not, please DM us your iPhone model to continue troubleshooting.",5,,,
762535,@AppleSupport 11.03 and still my own ringtones will not work 😱😭,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer Let's get your custom ringtones working. What happens when you try to use them? Are they listed in the Sounds settings?,5,,,
1930526,"@115858 could you like, fix the fact that everybody's phones are randomly restarting? It's seriously annoying and inconvenient.",hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,"@115858 We're sorry to hear about the issues you're experiencing. To help, could you please let us know your iPhone model and the iOS version you're using? This will help us assist you better.",5,,,
2729099,@AppleSupport Email attachments,other,general_inquiry,0.8,False,False,auto_handled,,@Customer Please provide more details about the issue with your email attachments. Are you experiencing any specific problems?,5,,,
2003294,"Hey, @AppleSupport when will I️ be able to text and see the letter “I️” normally again?",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're here to help. Please DM us your iPhone model and iOS version from Settings>General>About to get started.,5,,,
1858187,"What’s wrong with #ios11 on #iphone6. The battery life is awful! Also quite a few bugs I encountered. 

@115858 Help!",hardware_repair,software_troubleshooting,0.8,False,False,auto_handled,,@115858 We're sorry to hear about your iOS 11 experience. Can you tell us which version you're on (Settings > General > About)? We'll help you troubleshoot.,5,3,3,"The response is empathetic and professional, but it could be more concise. It addresses the customer's issue by asking for the version of iOS 11 they are using, which is a realistic next step. However, it does not directly address the battery life issue or the bugs encountered."
1483606,@115858 This is really annoying me. The letter that sounds like “eye” is what I️ can’t type ....,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@115858 I understand this is frustrating. Let's get this sorted. Please try the steps here: [URL] and let us know if that doesn't help.,5,,,
1636564,"@AppleSupport No, airplay is always buffering a lot",software_troubleshooting,device_connectivity,0.8,False,False,auto_handled,,"@Customer Let's troubleshoot this. First, try restarting your Apple TV and phone. If the issue persists, please DM us with your device models and iOS version.",5,,,
2133589,@AppleSupport can you get your best nerds and fix this letter glitch? It’s really ruining my week,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName I'm sorry to hear that's causing you trouble. Let's get this sorted. Could you please tell me which device and software version you're using? This will help us find a solution.,5,,,
1627167,Dear @115858 are you guys going to fix the “I️ “ problem ????? https://t.co/Tyi340h5ma,general_inquiry,general_inquiry,0.7,False,False,auto_handled,,"@Customer We'd be happy to help. Please DM us your current country and iOS version, and we'll get started.",5,,,
164203,@AppleSupport I’m assuming it’s fake?,other,other,0.8,False,False,auto_handled,,"@Customer I'm sorry to hear you're concerned. That appears to be a phishing attempt. To learn more about phishing and how to report it, please check out this link: [URL].",5,,,
361737,@AppleSupport sois vosotros o es falso este correo? https://t.co/otYaaFATsX,other,other,0.8,False,False,auto_handled,,@Customer We offer support via Twitter in English. Get help in Spanish here: [URL] or join [URL]. What device are you using?,5,,,
1182514,@AppleSupport Maybe the problem is iOS11,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer Thanks for reaching out. Could you please specify which version of iOS 11 you're using? This will help us better understand and assist you.,5,,,
1544939,@AppleSupport my iphone se has a serious keyboard glitch when i️ type in i️ 🤷🏾‍♀️ i️ updated my phone to ios 11.0.3,software_troubleshooting,software_troubleshooting,0.8,True,False,auto_handled,,@CustomerName We're sorry to hear about the keyboard glitch. Let's troubleshoot. Please DM us with a screenshot of Settings > General > About. This will help us assist you better.,5,,,
2185371,"@AppleSupport It’s not about accuracy.  I used the activity app in the watch.  That’s what said I burned 245 calories.  So, the same watch should show 245 calories in the move ring.",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@Customer Hey there, thanks for reaching out. The Activity app and Move ring may show different values due to different calculation methods. For more details, check this article: [URL].",5,,,
2918917,Any #appleproduct users want to tell me why I can’t play music on my USB port in my car to my iPhone 6 Plus or print on my mac with the newest updates?? @AppleSupport,device_connectivity,software_troubleshooting,0.8,True,False,auto_handled,,"@Customer We're sorry to hear about the issues you're experiencing. For USB audio in your car, ensure your iPhone 6 Plus is in ""Audio Output"" mode. For printing on your Mac, check the printer's compatibility with the latest updates. Let's troubleshoot further. DM us for more h...",5,,,
708010,@318 @2202 @115858 @AppleSupport @1542 worst thing is the removal of podcasts continuously playing. Bring it back,general_inquiry,software_troubleshooting,0.8,False,True,escalated,Highly frustrated or toxic customer,,0,,,
563976,@AppleSupport Where’s my option to use #ApplePayCash ? https://t.co/PXQpaaoRqq,billing_purchases,general_inquiry,0.8,True,False,auto_handled,,"@CustomerName If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week. If you're not in the US, please let us know your country.",5,,,
2048947,Apple trying to fry my phone so I have to buy a 8 @AppleSupport @115858 stop this foolishness,other,other,0.8,False,True,escalated,toxic,,0,,,
38855,@AppleSupport It’s 11.1,other,general_inquiry,0.8,False,False,auto_handled,,@Customer Thank you for reaching out. Could you please provide the full iOS version number? This will help us determine the best course of action.,5,,,
2117310,So @115858 when are you gonna fix this issue... I️,general_inquiry,other,0.8,False,False,auto_handled,,@519084 Thanks for reaching out. We have a workaround for this here: [URL]. DM us if you still need help. [URL],5,,,
145256,@AppleSupport Apple Watch 3 battery has been draining so quickly the past week - not used overnight but 40% battery drain,hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,@CustomerName We're sorry to hear about your Apple Watch 3 battery issue. Let's troubleshoot. Have you tried a different cable/charger? Share the iOS version on your paired iPhone.,5,,,
1674783,Hey @AppleSupport can you please explain why the hecking heck all my “I’s” are autocorrecting to this nonsense https://t.co/LF2WKumAT1,software_troubleshooting,software_troubleshooting,0.8,False,False,auto_handled,,@Customer We've seen this issue before. Please DM us your device and iOS version so we can look into it.,5,,,
823989,"@AppleSupport I updated to 11.0.1 then 11.0.2 and experience extreme lagging on the iPhone 6, Battery draining even quicker, can’t connect to most WiFi",software_troubleshooting,software_troubleshooting,0.8,False,False,auto_handled,,"@CustomerName We understand how frustrating these issues can be. Let's try some optimization steps first: [URL]. If that doesn't help, please DM us with your location.",5,,,
2860008,@AppleSupport If someone could just tell me why I still haven't received my laptop back when all I need was a battery change that'd be great please.,billing_purchases,general_inquiry,0.8,True,False,auto_handled,,We're sorry to hear about the delay in receiving your laptop. Battery replacements can take time due to various factors. Could you please provide your order number or serial number so we can check the status? We'll do our best to assist you further.,5,,,
1981362,@AppleSupport I️ am starting to feel like an Android user with my l’s showing up like question marks.,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're sorry to hear that. This can happen if there's an issue with the font or language settings. Please DM us your iOS version and the language you're using. We'll assist you further.,5,,,
2730349,@AppleSupport iPhone 6,other,general_inquiry,0.8,False,False,auto_handled,,@Customer Thanks for reaching out. Could you please specify your iPhone 6 issue or question? We'll do our best to assist you.,5,,,
2924643,@AppleSupport hi I send iMessages but they're not being said as 'delivered' even though the recipient got them,software_troubleshooting,software_troubleshooting,0.8,False,False,auto_handled,,"@Customer Hi, thanks for reaching out. Could you please check if MMS Messaging is toggled on in Settings > Messages? Let us know.",5,,,
1347717,@AppleSupport since updating my iPhone to IOS11.03 it keeps timing out when mirroring to Apple TV???,device_connectivity,software_troubleshooting,0.8,True,False,auto_handled,,"@Customer We're sorry to hear about the issue. Can you tell us which iPhone model and Apple TV you're using, and which version of iOS 11 you have installed? Let's continue in DM.",5,,,
762240,@115858 imma need another update real quick. Phone battery is shit now pls help,general_inquiry,software_troubleshooting,0.8,False,True,escalated,Highly frustrated or toxic customer,,0,,,
2220392,"@AppleSupport I just tried it on YouTube and it worked and then stopped working, I can try other apps too if you need it?",device_connectivity,software_troubleshooting,0.7,False,False,auto_handled,,@CustomerName Thanks for letting us know. Does this happen with other apps? Let's troubleshoot in DM.,5,,,
1655044,@AppleSupport is there any way to undo an update? This last one has frozen my phone &amp; randomly restarted it at least 8 times this weekend.,software_troubleshooting,software_troubleshooting,0.9,True,False,auto_handled,,"@Customer We're sorry to hear your iPhone is having issues. What model is it? Also, what exactly is happening after the update? We'd love to help.",5,,,
1932761,@AppleSupport I have the iPhone 7 Plus and I’m using 11.0.3,other,general_inquiry,0.8,False,False,auto_handled,,"@Customer When you say it's not working, could you tell us exactly what it's doing?",5,,,
2000990,"@116333 supper disappointed not to see a headphone included with such an expensive iPhone X, are we not eligible for an headphone also...",other,general_inquiry,0.7,False,False,auto_handled,,@116333 We're sorry to hear about your disappointment. Could you please DM us with the type of headphones you're referring to and your location? We'll do our best to assist you.,5,,,
2977506,"@AppleSupport my husbands i pad stopped charging;  we have to turn it off overtime we want to charge it, and then its slow",general_inquiry,hardware_repair,0.8,False,True,escalated,Refund or disputed charge/payment issue,,0,,,
2652666,@AppleSupport Apple music keeps crashing after I updated.,software_troubleshooting,software_troubleshooting,0.9,False,False,auto_handled,,@CustomerName We're sorry to hear that Apple Music is crashing after your update. Let's troubleshoot this. What happens when you open the app? Any error messages? DM us for further help.,5,,,
2852349,"Could a iPhone works worst? I cannot even call!!! With a 7!

@AppleSupport https://t.co/u7X2gRuBJU",software_troubleshooting,other,0.8,True,True,escalated,Highly frustrated or toxic customer,,0,,,
1159189,"@AppleSupport your heart rate tracking during workouts has some issues. I pushed and this was my results, at one point, 48bpm. 👎🏽 https://t.co/APLB3rjqyu",hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,"@CustomerName We're sorry to hear about the issue with your heart rate tracking. Please share the iOS version on your device (Settings > General > About > Version) and the workout details (type, duration, etc.). This will help us assist you better.",5,3,4,"The tone is empathetic and professional, but the response could be more concise. The grounding is good as it addresses the customer's issue and provides a realistic next step."
1671204,@115858 I️WANT YOU TO FIX THIS SHIT I️ HATE I️T I️ I️ I️ I️. I️ II I️. WHY,general_inquiry,other,0.9,True,True,escalated,Highly frustrated or toxic customer,,0,,,
2246986,@AppleSupport  Chyeah mayn.. Why does my iPhone 7plus and 8 plus keep restarting like the old MacBook mid 2010’s?! This iPhone 8 Plus done restarted three times in the past hour!!,hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,@Chyeah We're sorry to hear about your iPhone's issues. Could you please DM us your current iOS version and when the restarts started? This will help us assist you better.,5,,,
1007100,Hey @AppleSupport - why is this appearing on my lock screen? 🤔🤷🏼‍♂️ https://t.co/LH3KcOnKZy,general_inquiry,general_inquiry,0.8,True,False,auto_handled,,@Customer We're here to help. Have you restarted your device since the update? Which iOS version are you on? DM us for further assistance.,5,,,
612888,"@AppleSupport Hello , I Updated It And It Still Show The Box🙄 Please Help.",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're sorry to hear that. Please DM us your exact iOS version and the model of your device. This will help us assist you better.,5,,,
31435,"@AppleSupport Just used your ""chat"" portion on help, it won't let me chat with anyone. My apple ID has been very buggy",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@814264 We're sorry to hear about the issues with your Apple ID. Let's try to resolve this. When did the problems start? Please DM us for further assistance.,5,,,
910437,"@AppleSupport I just closed down iTunes, restarted and tried downloading through 'Purchased' - seems to have worked. Thanks very much for your help anyway",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@221513 Thanks for letting us know! We're glad to hear you found a solution. If you have any more questions, feel free to reach out.",5,,,
545216,@AppleSupport my 6s with iOS 11 keeps getting a black loading screen. Help!,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,"@CustomerName I'm sorry to hear about your iPhone 6s. A black loading screen can be caused by various issues. To help you better, could you please tell us which country you're in and if you've tried restarting your device?",5,,,
248728,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube",general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@CustomerName We're sorry to hear you're having trouble. Which iOS version are you running? Go to Settings > General > About for the version.,5,,,
2445199,@AppleSupport stop autocorrecting my i’s into i️,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer Let's look into this for you. Send us a DM with which device you are using and the iOS version it's running.,5,,,
1674064,@AppleSupport can u please fix the keyboard thing so eye can type the letter eye?!,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer We'd like to look into this with you! Join us in DM with the version of iOS installed. Found in Settings > General > About.,5,,,
874811,"@AppleSupport I’ve completed all those steps, my carrier doesn’t see anything wrong, and my sim works in another iPhone",hardware_repair,device_connectivity,0.8,True,False,auto_handled,,"@CustomerName I'm sorry to hear you're having trouble. Let's try these steps: https://t.co/ywHIZGN4Ac. If it doesn't work, please DM us with your iPhone model and iOS version.",5,,,
460844,@AppleSupport I’m on the Public beta of 11.2 but this has literally been happening on and off since the first beta.,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer Thanks for reaching out. What version of iOS are you currently running on your iPhone? You can check in Settings > General > About.,5,,,
2036894,Face ID failed on me 4 times today just now. #FaceID #iPhoneX @AppleSupport just got the phone today.,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,@Customer We're sorry to hear about the Face ID issues. Let's troubleshoot. When did this start? DM us for help.,5,,,
2060858,@115858 #itsucks battery mostly #ios11,general_inquiry,software_troubleshooting,0.7,True,False,auto_handled,,@115858 We're sorry to hear about your battery issues. Can you share which iPhone model you're using and describe the specific problems you're experiencing? This will help us assist you better.,5,,,
38873,@AppleSupport Can we speak via email? __email__,account_security,other,0.8,True,True,escalated,Customer provided personal information (email address),,0,,,
2404903,"#iOS111 is dreadful. Phone randomly hanging for 1-2mins each time, apps crash constantly. Completely unusable. SORT IT OUT! @AppleSupport",hardware_repair,software_troubleshooting,0.8,True,False,auto_handled,,We're sorry to hear about the issues you're experiencing with iOS 11. Let's work together to resolve this. Please DM us with details about the problems you're facing.,5,,,
299071,@AppleSupport Ios11 &amp; I have both,other,other,0.8,False,False,auto_handled,,@Customer Thanks for reaching out. Could you please specify which iOS 11 version you're using and the model of your device? This will help us assist you better.,5,,,
594669,@AppleSupport I logged into my iCloud account from Safari on my MacBook Air. I went into settings to manage my account and change my password. it won’t let me. Login window keeps appearing. Please help.,account_security,account_security,0.9,True,False,auto_handled,,"@CustomerName We'd love to help. Have you tried restarting your MacBook Air? Also, do you have other user account you can sign in with?",5,,,
1476501,"@AppleSupport with this new update, typing “ I️ “ shows a question mark in a box instead of the letter my guy",general_inquiry,software_troubleshooting,0.9,False,False,auto_handled,,"@CustomerName Thanks for reaching out. This issue has been reported by others. Please check our article for potential solutions: [URL]. If the problem persists, let us know in a DM.",5,,,
2444190,so like when is the I thing getting fixed @115858,general_inquiry,other,0.7,False,False,auto_handled,,"@115858 We'd like to help. Please DM us your current country and iOS version, and we'll go from there. [URL]",5,,,
288354,@AppleSupport 11.0.2 (the very last one),other,software_troubleshooting,0.8,False,False,auto_handled,,@Customer Thank you. Do you have a current backup of the device?,5,,,
2890779,"@AppleSupport what happened to my music app? why do black screen appears instead of white screen when i open my music app? i can’t get used to it, please fix! https://t.co/EUJ7BK7F3E",software_troubleshooting,software_troubleshooting,0.8,True,False,auto_handled,,"@Customer We're sorry to hear about your Music app issue. To help, please tell us which device and iOS version you're using.",5,,,
302949,@188302 @AppleSupport mine does that too sometimes,general_inquiry,software_troubleshooting,0.7,False,False,auto_handled,,@188302 We're sorry to hear that. Let's get this sorted. DM us your device model and iOS version to proceed.,5,,,
2360296,"@AppleSupport  I have been getting strange emails about ""unauthorized sign-in"", etc.  Do you have a email address I can forward these to?",account_security,account_security,0.8,True,False,auto_handled,,"@203889 We're here to help. Forward the emails to us in a DM, and we'll investigate. More info on unauthorized sign-ins: [URL].",5,3,3,"The response is polite and concise, but it could be more empathetic. It addresses the customer's issue and provides a next step, but the URL is invented and the response does not acknowledge the customer's concern about unauthorized sign-ins."
2691786,I’M SICK AND TIRED OF THIS I️ GLITCH @115858 fix this,general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@Customer I'm sorry to hear you're having trouble. Could you please describe the glitch you're experiencing? I'll do my best to help you find a solution.,5,,,
2279819,@AppleSupport iOS 11.1.1 broke the notification text #iOS #iOS11.1.1 https://t.co/GHOlyi93gg,general_inquiry,software_troubleshooting,0.8,False,False,auto_handled,,"@Customer Let us know via DM exactly what you see occurring and which device this is on, then we can help from there!",5,,,
1203487,"@115858 Whenever I select a sound from the main list then move to the “classics” list or whatever, that first sound will glitch and repeat",general_inquiry,software_troubleshooting,0.8,False,True,escalated,Highly frustrated or toxic customer,,0,,,
243100,@AppleSupport yes. all the apps have been updated accordingly.,other,software_troubleshooting,0.8,False,False,auto_handled,,"@Customer Thank you for confirming. If you encounter any issues, please let us know. For now, enjoy your updated apps!",5,,,
648517,"@115858; I know it's only an #iPhone6, but surely something that costs £500 should last longer than 18 months without having issues. Iv no prob with #capitalism, but ur type is starting to #takethepiss. #Noneedforgreed. Bolox, my phones just br",software_troubleshooting,other,0.8,True,True,escalated,toxic customer,,0,,,
42613,"@AppleSupport Yes, still the same result. It just won't go to sleep. Closing the lid doesn't do anything.",general_inquiry,software_troubleshooting,0.8,True,False,auto_handled,,@Customer We're sorry to hear that. Let's troubleshoot. Are you on the latest macOS version? What Mac model are you using?,5,3,3,"The tone is empathetic and professional, but the response could be more concise. The grounding is acceptable as it addresses the customer's issue and provides a realistic next step, but it could be more specific."
1627601,Wtf @115858 why am I️ seeing boxes??,general_inquiry,software_troubleshooting,0.8,True,True,escalated,toxic language,,0,,,
716608,@AppleSupport I have the latest version iOS. It started immediately after I updated my phone.,other,software_troubleshooting,0.8,False,False,auto_handled,,@Customer Thanks for letting us know. Can you please tell us which version of iOS you are currently running?,5,,,
2756810,@AppleSupport No 😢,general_inquiry,general_inquiry,0.7,False,False,auto_handled,,@Customer I'm sorry to hear that. Let's take this conversation to DM. Which country are you located in? https://t.co/GDrqU22YpT,5,,,
2974485,my phone is fucking up @115858 get your shit together,general_inquiry,other,0.9,True,True,escalated,Highly frustrated or toxic customer,,0,,,
283214,Really?.?? @AppleSupport https://t.co/4V2gFlqOO2,general_inquiry,other,0.8,True,True,escalated,toxic,,0,,,
431295,@AppleSupport Did you not read the Tweet? Even using Bluetooth is an issue. Things don’t stay connected and when they do it’s intermittent.,general_inquiry,device_connectivity,0.9,True,False,auto_handled,,"@CustomerName I'm sorry to hear about the Bluetooth issues you're experiencing. Could you please check your iOS version in Settings > General > About? If you've recently updated, this might be related.",5,,,
775437,@115858 if I don’t have my Apple TV remote how am I suppose to put the access code from my phone onto the Apple TV 🤦🏼‍♀️,device_connectivity,software_troubleshooting,0.8,True,False,auto_handled,,"@115858 We understand you're having trouble without your remote. For the access code, you can use the Siri Remote app on your iPhone. Let us know if you need more help!",5,,,
2013612,Yo what's going on with the letter I on the new update?? Plz explain @115858,general_inquiry,software_troubleshooting,0.7,False,False,auto_handled,,@115858 We're here to help. Please meet us in DM and we'll take a further look at this together.,5,,,
1821898,"@546929 @AppleSupport Yep, happening to me too. So annoying.",general_inquiry,general_inquiry,0.8,False,False,auto_handled,,@546929 We're here to help. DM us your current iOS version and device model to get started.,5,,,
2925655,@115858 um ok well u need to get ur shit together bc my phone keeps logging me out of my iTunes/icould &amp;randomly turning off my iMessage,general_inquiry,account_security,0.8,True,True,escalated,Highly frustrated or toxic customer,,0,,,
2590417,"@AppleSupport My settings seem to be optimized, as always.",general_inquiry,general_inquiry,0.8,False,False,auto_handled,,"@Customer We're glad to hear your settings are optimized. If you're still experiencing issues, please join us in DM to continue troubleshooting.",5,,,
