thread_id,customer_text,true_intent,pred_intent,true_escalate,pred_escalate,drafted_reply,judge_tone,judge_grounding,judge_reasoning
266527,@115858 @AppleSupport updated to ios11 and I’ve had the loading symbol on the left side since.,software_troubleshooting,software_troubleshooting,True,False,"That’s not expected! Does restarting help? If not, try updating again or resetting network. DM us, and we’ll find a solution together. https://t.co/GDrqU22YpT",,,
1535682,Why are my I’s turning into I️ @AppleSupport,other,software_troubleshooting,True,False,"Hi @user, sorry about that. This issue is known and was addressed in iOS 11.1.1. Please back up and update to the latest iOS. If the problem persists, let us know in a DM. Here’s how: https://t.co/ahjigcvFRG",,,
2144574,@630511 @167557 @8942 That iPhone glitch is so annoying!!!! I️. Wtf is this @115858,software_troubleshooting,software_troubleshooting,False,False,"We’re sorry for the frustration. Here’s a workaround until a fix is released: https://t.co/xXaXeeSRt9. If you need more help, DM us your iOS version.",,,
1411621,@AppleSupport No. But I just did that and it fixed it. Thanks!,general_inquiry,other,False,False,"Awesome, we're glad to hear that! Let us know if you need anything else.",,,
1943287,@AppleSupport my iPhone 7 is on airplane mode and still receives and sends msgs. Help pls,software_troubleshooting,device_connectivity,True,False,Thanks for reaching out. Can you share what steps you’ve tried to disable airplane mode or any recent changes? Let’s look into this together. https://t.co/GDrqU22YpT,,,
1338140,"@AppleSupport have lost 3 from 4 email accounts since updating to iOS 11.0.3 &amp; can’t add back, suggestions?",software_troubleshooting,software_troubleshooting,True,False,"Hi @user, sorry to hear about the missing accounts. Could you let us know which email providers (e.g., Gmail, Yahoo, Outlook) you’re trying to add? We’ll send you a private link to guide you through re‑adding them. https://t.co/GDrqU22YpT",,,
1540659,@AppleSupport @115858 Can I stream music with Apple Music?,general_inquiry,general_inquiry,False,False,"Yes, you can stream music with Apple Music. Just open the Music app and start streaming. If you need help setting up, let us know in a DM and we’ll guide you.",,,
766961,@AppleSupport both. 'Rake It Up' is purchased but the others are from Apple Music.,general_inquiry,billing_purchases,False,False,"Thanks for reaching out. If you want to access the other tracks, you’ll need an Apple Music subscription. Purchased songs can be downloaded to your device. Let us know if you need help setting that up.",4,5,"The tone is empathetic, professional, concise, and appropriate for Apple Support. The response provides a realistic next step and does not invent unsupported policies, claims, or URLs."
1134113,"@AppleSupport I had to wipe the whole fucking thing, losing all my pix, apps, drawings and then it worked. Now iTunes keeps asking me to log in constantly",hardware_repair,software_troubleshooting,True,True,,,,
1818781,"@115858 @AppleSupport 
#Bringbackios11 this new ios 11.0.3 is terrible! I have lost 2% battery life since I started typing this msg 😡",general_inquiry,software_troubleshooting,False,False,We're sorry to hear about the battery drop. Please DM us your iPhone model and we’ll look into it. https://t.co/GDrqU22YpT,,,
1646147,@502830 @115858 Fun fact: The notification ribbon from Twitter doesn’t show the symbols. I️ also don’t have this issue when texting,general_inquiry,software_troubleshooting,False,False,Thanks for letting us know. Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
1526944,@AppleSupport has apple considered or have available a way to send delayed text messages?,general_inquiry,general_inquiry,False,False,"Thanks for reaching out! We don’t have a built‑in delayed‑send feature yet. If you’re looking for a workaround, let us know your iOS version and country so we can explore options. DM us for more details. https://t.co/GDrqU22YpT",4,3,"The tone is empathetic, professional, and concise. However, it could be more specific about the workaround. The grounding is acceptable as it provides a next step but does not invent unsupported policies or claims. The URL is not verified."
2039358,@AppleSupport for the new updates can u guys put in the description “will crash multiple times” so I️ can at least be prepared for it🤦🏽‍♂️,other,software_troubleshooting,False,False,We’re sorry to hear about the crashes. Could you DM us the device and any apps affected? We’ll work to fix it. https://t.co/GDrqU22YpT,,,
765480,@AppleSupport So so slow,general_inquiry,software_troubleshooting,False,False,We're sorry you're experiencing slow performance. Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,,
2369478,This stupid ass iPhone and this stupid ass A box shit is about to make me THROW THIS WHOLE PHONE AWAY . FUCK YALL @115858 !,other,hardware_repair,True,True,,,,
2429192,None of my photos will load so I can see them and I also cannot send them. I don’t expect to pay £500+ for a iPhone for my photos not to load! I have done all updates that Apple have released and I also have plenty of storage on my phone. What’s going on @115858 @AppleSupport,software_troubleshooting,software_troubleshooting,True,False,"We’re sorry you’re having trouble with your photos. Could you DM us your iPhone model, iOS version, and country? Also let us know if your photos are backed up to iCloud or another service. We’ll help you get them back.",,,
2789237,"whats going on @115858 my phone stuck again with apple logo do we need to think seriously about switching form IOS
@AppleSupport @118721",software_troubleshooting,software_troubleshooting,True,False,"We're happy to help with your iPhone. DM us details of the issue and the iOS version installed so we can assist. In the meantime, try a hard reset: hold power + volume down until the Apple logo reappears. https://t.co/GDrqU22YpT",,,
2398012,@AppleSupport fix this glitch i’m tired of this “ i️ “ shit,other,software_troubleshooting,False,True,,,,
2146506,Issues having Text Replacement move over to iPhoneX? I am! Any help? @AppleSupport @630992 @240840,general_inquiry,software_troubleshooting,False,False,We’re sorry you’re having trouble with Text Replacement on your iPhone X. Let’s get this sorted—send us a DM with details and we’ll guide you through it. https://t.co/GDrqU22YpT,,,
1277198,"@418918 @AppleSupport I updated, left with a frozen iPhone 7 too. Battery life is not existent",hardware_repair,software_troubleshooting,True,False,"We want to help with this. Which iOS version are you on after the update? Find it in Settings > General > About. If the phone is frozen, try a hard reset (hold Power + Home until the Apple logo). Let us know how it goes.",,,
619386,@AppleSupport 11.1.2 killed the great sound &amp; battery 8 plus had just 4 weeks ago,general_inquiry,software_troubleshooting,False,False,We’re sorry to hear about the sound and battery issues after updating to 11.1.2. Let’s start by following these steps: https://t.co/bivpdfBNJ6,,,
762535,@AppleSupport 11.03 and still my own ringtones will not work 😱😭,general_inquiry,software_troubleshooting,False,False,We’d like to help. Let’s take this to DM and we’ll explore ways to get your ringtones working. https://t.co/GDrqU22YpT,,,
1930526,"@115858 could you like, fix the fact that everybody's phones are randomly restarting? It's seriously annoying and inconvenient.",hardware_repair,software_troubleshooting,True,False,We’re sorry to hear about the random restarts. Please DM us your iOS version and device model so we can investigate and help you resolve the issue. Thank you for reaching out!,,,
2729099,@AppleSupport Email attachments,other,general_inquiry,False,False,"If you're having trouble with email attachments, try restarting your device using the steps here: https://t.co/OWRDHWSt4h. Let us know if that helps or if you need further assistance.",,,
2003294,"Hey, @AppleSupport when will I️ be able to text and see the letter “I️” normally again?",general_inquiry,software_troubleshooting,False,False,We're here to help. DM us which iPhone model and iOS version you're using in Settings > General > About so we can look into the issue. https://t.co/GDrqU22YpT,3,4,"The tone is polite and professional, but it lacks empathy. The grounding is good as it provides a clear next step and avoids unsupported claims or URLs."
1858187,"What’s wrong with #ios11 on #iphone6. The battery life is awful! Also quite a few bugs I encountered. 

@115858 Help!",hardware_repair,software_troubleshooting,False,False,We’re sorry to hear about battery and bugs on iOS 11. Please DM us with your iPhone 6 model and iOS 11 version (Settings > General > About). We’ll investigate and help.,,,
1483606,@115858 This is really annoying me. The letter that sounds like “eye” is what I️ can’t type ....,general_inquiry,software_troubleshooting,False,False,We’re sorry this is frustrating. We’ve got steps that can solve that. Check those out here: https://t.co/xU1AGHStV6 and let us know if that doesn’t help.,,,
1636564,"@AppleSupport No, airplay is always buffering a lot",software_troubleshooting,software_troubleshooting,False,False,"We can help. First, make sure your devices are on the latest firmware. If buffering continues, DM us: https://t.co/GDrqU22YpT",,,
2133589,@AppleSupport can you get your best nerds and fix this letter glitch? It’s really ruining my week,general_inquiry,software_troubleshooting,False,False,Sorry for the inconvenience. Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
1627167,Dear @115858 are you guys going to fix the “I️ “ problem ????? https://t.co/Tyi340h5ma,general_inquiry,software_troubleshooting,False,False,We’d be happy to look into this with you more in detail. Please DM us your current country and iOS version and we’ll get started.,,,
164203,@AppleSupport I’m assuming it’s fake?,other,general_inquiry,False,False,"That looks like phishing. To learn more about phishing & how to report it, check out this link: https://t.co/6Ye6EtSytB",,,
361737,@AppleSupport sois vosotros o es falso este correo? https://t.co/otYaaFATsX,other,general_inquiry,False,False,"Si no estás seguro, revisa la dirección de correo. Si parece sospechoso, no respondas y contáctanos en https://t.co/IBIY3vMgPj. Nuestro soporte en Twitter está en inglés, pero puedes obtener ayuda en español aquí.",,,
1182514,@AppleSupport Maybe the problem is iOS11,general_inquiry,software_troubleshooting,False,False,"Thanks for letting us know. If you're on iOS 11, updating to the latest iOS can resolve many issues. If the problem persists, let us know and we’ll help further.",,,
1544939,@AppleSupport my iphone se has a serious keyboard glitch when i️ type in i️ 🤷🏾‍♀️ i️ updated my phone to ios 11.0.3,software_troubleshooting,software_troubleshooting,True,False,We’re sorry to hear about the keyboard glitch on your iPhone SE after updating to iOS 11.0.3. Please DM us a screenshot of Settings > General > About so we can investigate and help you resolve it.,,,
2185371,"@AppleSupport It’s not about accuracy.  I used the activity app in the watch.  That’s what said I burned 245 calories.  So, the same watch should show 245 calories in the move ring.",general_inquiry,software_troubleshooting,False,False,We’re sorry about the discrepancy. The Move ring uses a different algorithm than the Activity app. Could you share your watchOS version and the date of the workout? We’ll look into it.,,,
2918917,Any #appleproduct users want to tell me why I can’t play music on my USB port in my car to my iPhone 6 Plus or print on my mac with the newest updates?? @AppleSupport,device_connectivity,device_connectivity,True,False,"We’re sorry you’re having trouble. USB audio and printing can be affected by recent updates. Please DM us with your iPhone model, macOS version, and any error messages so we can help. Thank you for reaching out.",,,
708010,@318 @2202 @115858 @AppleSupport @1542 worst thing is the removal of podcasts continuously playing. Bring it back,general_inquiry,software_troubleshooting,False,False,We’re sorry you’re missing the continuous play feature. Let’s look into it. Please DM us your device model so we can help. https://t.co/GDrqU22YpT,,,
563976,@AppleSupport Where’s my option to use #ApplePayCash ? https://t.co/PXQpaaoRqq,billing_purchases,general_inquiry,True,False,"Hi! Apple Pay Cash is available on iOS 11.2 and newer. If you’re in the US, it should roll out early next week. Let us know your iPhone model and iOS version so we can confirm. Thanks for reaching out!",,,
2048947,Apple trying to fry my phone so I have to buy a 8 @AppleSupport @115858 stop this foolishness,other,hardware_repair,False,True,,,,
38855,@AppleSupport It’s 11.1,other,software_troubleshooting,False,False,Thanks for letting us know. Please back up your device and update to iOS 11.1 using the steps here: https://t.co/80YRnjDFDk. Let us know if the issue persists.,,,
2117310,So @115858 when are you gonna fix this issue... I️,general_inquiry,general_inquiry,False,False,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,3,3,The tone is acceptable but could be more empathetic. The response provides a next step but the URL is not supported.
145256,@AppleSupport Apple Watch 3 battery has been draining so quickly the past week - not used overnight but 40% battery drain,hardware_repair,software_troubleshooting,True,False,That’s certainly unusual! Have you tried a different cable/charger? Are you using the charger that came with the device? Let us know your iOS version and any recent updates in a DM. https://t.co/GDrqU22YpT,,,
1674783,Hey @AppleSupport can you please explain why the hecking heck all my “I’s” are autocorrecting to this nonsense https://t.co/LF2WKumAT1,software_troubleshooting,software_troubleshooting,False,False,Let’s look into this for you. Send us a DM with your device model and iOS version so we can investigate the autocorrect issue. https://t.co/GDrqU22YpT,,,
823989,"@AppleSupport I updated to 11.0.1 then 11.0.2 and experience extreme lagging on the iPhone 6, Battery draining even quicker, can’t connect to most WiFi",software_troubleshooting,software_troubleshooting,False,False,"Thanks for reaching out. We definitely understand how lag, battery drain, and WiFi issues can be frustrating. DM your country/region and we’ll guide you through optimization steps: https://t.co/BGb00taxed",,,
2860008,@AppleSupport If someone could just tell me why I still haven't received my laptop back when all I need was a battery change that'd be great please.,billing_purchases,hardware_repair,True,False,We’ve received your DM and are working on your battery replacement. We’ll update you soon on when your laptop will be ready for pickup.,,,
1981362,@AppleSupport I️ am starting to feel like an Android user with my l’s showing up like question marks.,general_inquiry,software_troubleshooting,False,False,Sorry to hear that! Let’s get this sorted. DM us your iOS version and we’ll look into the font issue right away. We’ll help you get it fixed as soon as possible.,,,
2730349,@AppleSupport iPhone 6,other,general_inquiry,False,False,Thanks for reaching out about your iPhone 6. We’d love to help further—please DM us so we can get started. https://t.co/GDrqU22YpT,,,
2924643,@AppleSupport hi I send iMessages but they're not being said as 'delivered' even though the recipient got them,software_troubleshooting,software_troubleshooting,False,False,"Hi @user, sorry to hear that. Does this happen with all iPhone users or just some? Is the message size large? Have you tried sending from a Mac? Let us know and we’ll dig deeper. Thanks!",,,
1347717,@AppleSupport since updating my iPhone to IOS11.03 it keeps timing out when mirroring to Apple TV???,device_connectivity,device_connectivity,True,False,"We’d like to help. Which iPhone are you using, and have you tried updating to the latest iOS 11.0.2? Let us know so we can assist further.",,,
762240,@115858 imma need another update real quick. Phone battery is shit now pls help,general_inquiry,hardware_repair,False,True,,,,
2220392,"@AppleSupport I just tried it on YouTube and it worked and then stopped working, I can try other apps too if you need it?",device_connectivity,software_troubleshooting,False,False,Thanks for letting us know! Does the issue happen on other sites or apps? Does it occur with cellular data? Please DM us with details so we can help you further. We're here to support you.,,,
1655044,@AppleSupport is there any way to undo an update? This last one has frozen my phone &amp; randomly restarted it at least 8 times this weekend.,software_troubleshooting,software_troubleshooting,True,False,We’re sorry to hear that. Please DM us with your iPhone model and details of the issue. We’ll help you resolve it.,,,
1932761,@AppleSupport I have the iPhone 7 Plus and I’m using 11.0.3,other,general_inquiry,False,False,"Hi! Could you let us know what issue you're encountering on your iPhone 7 Plus running iOS 11.0.3? If you prefer, DM us and we’ll help you further. https://t.co/GDrqU22YpT",,,
2000990,"@116333 supper disappointed not to see a headphone included with such an expensive iPhone X, are we not eligible for an headphone also...",other,general_inquiry,False,False,"We’re sorry you’re disappointed. Headphones are not included with the iPhone X. If you bought it at an Apple Store, you can return it within 14 days for a refund or exchange. Let us know your location and we’ll guide you.",,,
2977506,"@AppleSupport my husbands i pad stopped charging;  we have to turn it off overtime we want to charge it, and then its slow",general_inquiry,hardware_repair,False,False,Thanks for reaching out. Are you charging with a wall outlet or a computer? Let's try the steps in this article to see if it helps: https://t.co/uqxquyfdn0,,,
2652666,@AppleSupport Apple music keeps crashing after I updated.,software_troubleshooting,software_troubleshooting,False,False,Sorry to hear that Apple Music keeps crashing after your update. Please DM us so we can investigate further and help you get back to listening. Thanks for your patience.,,,
2852349,"Could a iPhone works worst? I cannot even call!!! With a 7!

@AppleSupport https://t.co/u7X2gRuBJU",software_troubleshooting,device_connectivity,True,False,"We're here for you. Could you let us know which iPhone 7 model you have and which iOS version? Also, have you tried restarting or checking your network settings? This will help us troubleshoot the call issue.",,,
1159189,"@AppleSupport your heart rate tracking during workouts has some issues. I pushed and this was my results, at one point, 48bpm. 👎🏽 https://t.co/APLB3rjqyu",hardware_repair,software_troubleshooting,True,False,"Sorry to hear that. Can you let us know which watch model and iOS version you’re using, and when the workout was completed? DM us the details and we’ll look into it right away.",,,
1671204,@115858 I️WANT YOU TO FIX THIS SHIT I️ HATE I️T I️ I️ I️ I️. I️ II I️. WHY,general_inquiry,software_troubleshooting,True,True,,,,
2246986,@AppleSupport  Chyeah mayn.. Why does my iPhone 7plus and 8 plus keep restarting like the old MacBook mid 2010’s?! This iPhone 8 Plus done restarted three times in the past hour!!,hardware_repair,software_troubleshooting,True,False,"Sorry to hear your iPhone 7 Plus & 8 Plus are restarting. We’re here to help. Please DM us your current iOS version and any recent changes, and we’ll work on a solution. https://t.co/GDrqU22YpT",,,
1007100,Hey @AppleSupport - why is this appearing on my lock screen? 🤔🤷🏼‍♂️ https://t.co/LH3KcOnKZy,general_inquiry,software_troubleshooting,True,False,"We're here to help. Have you tried restarting your device? If the issue persists, DM us so we can investigate further.",,,
612888,"@AppleSupport Hello , I Updated It And It Still Show The Box🙄 Please Help.",general_inquiry,software_troubleshooting,False,False,Thanks for reaching out. We’re here to help. DM us your iOS version and we can look into the box issue. https://t.co/GDrqU22YpT,,,
31435,"@AppleSupport Just used your ""chat"" portion on help, it won't let me chat with anyone. My apple ID has been very buggy",general_inquiry,software_troubleshooting,False,False,We’re sorry to hear that. Let’s get this sorted. Please DM us with more details so we can investigate. https://t.co/GDrqU22YpT,,,
910437,"@AppleSupport I just closed down iTunes, restarted and tried downloading through 'Purchased' - seems to have worked. Thanks very much for your help anyway",general_inquiry,software_troubleshooting,False,False,"Great to hear it worked! If you run into any more issues, just let us know. We're here to help.",,,
545216,@AppleSupport my 6s with iOS 11 keeps getting a black loading screen. Help!,general_inquiry,software_troubleshooting,True,False,"Hey, sorry to hear that. Let’s troubleshoot. DM us so we can help you get your iPhone 6S back to life. https://t.co/GDrqU22YpT",3,3,"The tone is empathetic and professional, but the response could be more concise. The grounding is acceptable as it provides a next step, but the URL is not supported and may not be relevant to the issue."
248728,"@AppleSupport Every app tried it with updating -Asphalt 8 , google maps, And downloading-Xe currency,bad piggies and YouTube",general_inquiry,software_troubleshooting,False,False,Hi there. We'd love to help. What iOS version are you running? Go to Settings > General > About. Also let us know your device model.,,,
2445199,@AppleSupport stop autocorrecting my i’s into i️,general_inquiry,software_troubleshooting,False,False,Let’s look into this for you. Send us a DM with your device and iOS version.,,,
1674064,@AppleSupport can u please fix the keyboard thing so eye can type the letter eye?!,general_inquiry,hardware_repair,False,False,Hi! Could you let us know which device and iOS version you're using? Please DM us the details and we'll help troubleshoot the keyboard issue.,,,
874811,"@AppleSupport I’ve completed all those steps, my carrier doesn’t see anything wrong, and my sim works in another iPhone",hardware_repair,device_connectivity,True,False,"Thanks for trying those steps. Since the issue persists, please DM us so we can look into this together.",,,
460844,@AppleSupport I’m on the Public beta of 11.2 but this has literally been happening on and off since the first beta.,general_inquiry,software_troubleshooting,False,False,"Thanks for reaching out. What iOS version are you currently on? You can check in Settings > General > About. Once we have that, we can continue in a DM: https://t.co/GDrqU22YpT",,,
2036894,Face ID failed on me 4 times today just now. #FaceID #iPhoneX @AppleSupport just got the phone today.,general_inquiry,software_troubleshooting,False,False,We’re sorry to hear that. Let’s get this sorted. DM us with details so we can help. https://t.co/GDrqU22YpT,,,
2060858,@115858 #itsucks battery mostly #ios11,general_inquiry,software_troubleshooting,True,False,"Hi @115858, sorry to hear about battery issues on iOS 11. Could you DM us which iPhone model you’re using and any details? We’ll look into it. https://t.co/GDrqU22YpT",,,
38873,@AppleSupport Can we speak via email? __email__,account_security,general_inquiry,True,False,"Sure, let’s take this conversation to DM. Please share your email and let us know your country so we can help you better. https://t.co/GDrqU22YpT",,,
2404903,"#iOS111 is dreadful. Phone randomly hanging for 1-2mins each time, apps crash constantly. Completely unusable. SORT IT OUT! @AppleSupport",hardware_repair,software_troubleshooting,True,False,We're sorry to hear about the issues. Please DM us so we can help resolve the performance problems. https://t.co/GDrqU22YpT,,,
299071,@AppleSupport Ios11 &amp; I have both,other,general_inquiry,False,False,"Thanks for reaching out! We recently released iOS 11.0.2. Please make sure your device is updated to the latest version. Check for updates in Settings > General > Software Update. If you need help, let us know. https://t.co/80YRnjDFDk",,,
594669,@AppleSupport I logged into my iCloud account from Safari on my MacBook Air. I went into settings to manage my account and change my password. it won’t let me. Login window keeps appearing. Please help.,account_security,software_troubleshooting,True,False,Sorry for the trouble. Have you tried restarting your Mac and using a different Wi‑Fi network? You can also reset your password via security questions or email: https://t.co/fJnZYmbI9N. Let us know if you need further help.,,,
1476501,"@AppleSupport with this new update, typing “ I️ “ shows a question mark in a box instead of the letter my guy",general_inquiry,software_troubleshooting,False,False,Sorry for the inconvenience. Let’s look into this together. Send us a DM and let us know if it happens in other apps. https://t.co/GDrqU22YpT,,,
2444190,so like when is the I thing getting fixed @115858,general_inquiry,hardware_repair,False,False,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
288354,@AppleSupport 11.0.2 (the very last one),other,software_troubleshooting,False,False,Thanks for reaching out. Are you trying to update past 11.0.2 or need help installing it? Let us know what device you’re using and any error messages you see.,,,
2890779,"@AppleSupport what happened to my music app? why do black screen appears instead of white screen when i open my music app? i can’t get used to it, please fix! https://t.co/EUJ7BK7F3E",software_troubleshooting,software_troubleshooting,True,False,"We're sorry about the black screen. Could you let us know which device and iOS version you're using, and if you recently updated? We'll help get it back to normal.",,,
302949,@188302 @AppleSupport mine does that too sometimes,general_inquiry,other,False,False,Sorry to hear that. Let us help you. DM us your device model and iOS version so we can look into it. https://t.co/GDrqU22YpT,,,
2360296,"@AppleSupport  I have been getting strange emails about ""unauthorized sign-in"", etc.  Do you have a email address I can forward these to?",account_security,account_security,True,False,"We’re happy to help. For phishing emails, you can report them here: https://t.co/LNMCdqt6fD. If you need more help, DM us details.",,,
2691786,I’M SICK AND TIRED OF THIS I️ GLITCH @115858 fix this,general_inquiry,software_troubleshooting,True,True,,,,
2279819,@AppleSupport iOS 11.1.1 broke the notification text #iOS #iOS11.1.1 https://t.co/GHOlyi93gg,general_inquiry,software_troubleshooting,False,False,"Let us know via DM exactly what you see occurring and which device this is on, then we can help from there!",,,
1203487,"@115858 Whenever I select a sound from the main list then move to the “classics” list or whatever, that first sound will glitch and repeat",general_inquiry,software_troubleshooting,False,False,We’re sorry you’re experiencing a glitch when switching lists. Let’s troubleshoot. Which app are you using? DM us for help.,,,
243100,@AppleSupport yes. all the apps have been updated accordingly.,other,general_inquiry,False,False,"Glad to hear everything updated! If you encounter any issues or need help, just let us know.",,,
648517,"@115858; I know it's only an #iPhone6, but surely something that costs £500 should last longer than 18 months without having issues. Iv no prob with #capitalism, but ur type is starting to #takethepiss. #Noneedforgreed. Bolox, my phones just br",software_troubleshooting,hardware_repair,True,False,Thanks for reaching out. We’re sorry to hear about the issues with your iPhone 6. Let’s get this sorted—DM us so we can look into it further. https://t.co/GDrqU22YpT,,,
42613,"@AppleSupport Yes, still the same result. It just won't go to sleep. Closing the lid doesn't do anything.",general_inquiry,software_troubleshooting,True,False,"Try resetting the SMC or checking your Energy Saver settings. If that doesn’t help, let us know your macOS version so we can guide you further.",,,
1627601,Wtf @115858 why am I️ seeing boxes??,general_inquiry,software_troubleshooting,True,True,,,,
716608,@AppleSupport I have the latest version iOS. It started immediately after I updated my phone.,other,software_troubleshooting,False,False,"Thanks for the info. Which iPhone model are you using, and what started after the update? A quick restart can help. DM us for a solution: https://t.co/GDrqU22YpT",,,
2756810,@AppleSupport No 😢,general_inquiry,other,False,False,We're sorry you're experiencing this. Try restarting your device using the steps here: https://t.co/OWRDHWSt4h Let us know if it helps.,,,
2974485,my phone is fucking up @115858 get your shit together,general_inquiry,software_troubleshooting,True,True,,,,
283214,Really?.?? @AppleSupport https://t.co/4V2gFlqOO2,general_inquiry,general_inquiry,True,False,Hi! We’re here to help. Could you let us know what issue you’re experiencing? You can also reach us via phone or chat: https://t.co/IBIY3vMgPj,,,
431295,@AppleSupport Did you not read the Tweet? Even using Bluetooth is an issue. Things don’t stay connected and when they do it’s intermittent.,general_inquiry,device_connectivity,True,False,"Hi @user, sorry for the trouble. What is your current iOS version? You can find it at Settings > General > About. Are you plugged into a wall outlet or a computer? If the issue persists, see https://t.co/osZOKKTalm",,,
775437,@115858 if I don’t have my Apple TV remote how am I suppose to put the access code from my phone onto the Apple TV 🤦🏼‍♀️,device_connectivity,device_connectivity,True,False,We’d love to help you set up your Apple TV without a remote. Reach our Apple TV team here: https://t.co/IBIY3w3RGR,,,
2013612,Yo what's going on with the letter I on the new update?? Plz explain @115858,general_inquiry,software_troubleshooting,False,False,We want to address your concerns about the “I” letter in the new update. Please DM us with details so we can help. We’ll meet you there. https://t.co/GDrqU22YpT,,,
1821898,"@546929 @AppleSupport Yep, happening to me too. So annoying.",general_inquiry,software_troubleshooting,False,False,Sorry you’re experiencing this. DM us your iOS version and any details so we can look into it. We’re here to help.,,,
2925655,@115858 um ok well u need to get ur shit together bc my phone keeps logging me out of my iTunes/icould &amp;randomly turning off my iMessage,general_inquiry,software_troubleshooting,True,False,We're sorry to hear that. Please DM us with more details so we can help. https://t.co/GDrqU22YpT,,,
2590417,"@AppleSupport My settings seem to be optimized, as always.",general_inquiry,other,False,False,"We're glad to hear your settings are optimized! If you need help or have questions, DM us. https://t.co/GDrqU22YpT",,,
585923,Hi @AppleSupport my old iPhone 6s is shutting down and bugging me out every 20 seconds 😞 please help https://t.co/Fxaxn1qwSU,general_inquiry,hardware_repair,True,False,Thanks for reaching out about your iPhone 6s shutting down. Can you let us know which iOS version you’re running? Updating to the latest supported iOS (12.5.4) often resolves this. Please back up before updating. https://t.co/Fxaxn1qwSU,,,
1163459,G une question alede @AppleSupport @115858,general_inquiry,general_inquiry,False,False,We offer support via Twitter in English. Contact an Advisor for help in your preferred language here: https://t.co/IBIY3vMgPj,,,
691200,"Dear @AppleSupport: this is a current map of Cupertino, San Jose, Sunnyvale. Why is Maps so useless so often? https://t.co/bDqgzBuNX6",general_inquiry,software_troubleshooting,False,False,We’d like to help with Maps. Which iOS version and device are you using? DM us here: https://t.co/GDrqU22YpT,,,
